,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
978,SHP4073350,6/23/2023,6/27/2023,76705,33182,Texas,Florida,Partial Van (LTL Spot Market),7.0,4440.0,1380.43,2.0,USD,1250.0,USD,900.0,2848.0,2841.0
979,SHP4071194,6/22/2023,6/27/2023,29483,81625,South Carolina,Colorado,Partial Van (LTL Spot Market),10.0,10474.0,1878.14,2.0,USD,1900.0,USD,2000.0,3571.0,4170.0
980,SHP4070949,6/22/2023,6/26/2023,76126,33321,Texas,Florida,Partial F/SD (LTL Spot Market),16.0,2100.0,1325.46,1.0,USD,1500.0,USD,1300.0,2988.0,3018.0
981,SHP4070745,6/22/2023,6/22/2023,55044,32218,Minnesota,Florida,Partial F/SD (LTL Spot Market),11.0,6000.0,1499.26,1.0,USD,0.0,USD,150.0,2688.0,2762.0
982,SHP4070309,6/22/2023,6/26/2023,77507,33178,Texas,Florida,Partial Van (LTL Spot Market),11.0,16359.0,1180.67,10.0,USD,1820.0,USD,1640.0,2768.0,2775.0
983,SHP4070043,6/22/2023,7/6/2023,75057,33178,Texas,Florida,Partial Van (LTL Spot Market),22.0,4208.0,1334.46,4.0,USD,1810.0,USD,1600.0,2715.0,2782.0
984,SHP4069385,6/21/2023,6/23/2023,44811,79907,Ohio,Texas,Partial Van (LTL Spot Market),20.0,16382.0,1711.02,10.0,USD,1500.0,USD,1400.0,2323.0,2318.0
985,SHP4063883,6/20/2023,6/23/2023,46360,33316,Indiana,Florida,Partial F/SD (LTL Spot Market),9.0,5990.0,1354.89,1.0,USD,1250.0,USD,1250.0,3327.0,3379.0
986,SHP4063454,6/19/2023,6/26/2023,92056,33182,California,Florida,Partial Van (LTL Spot Market),12.0,9107.0,2696.44,6.0,USD,1758.0,USD,1644.01,5737.0,6129.0
987,SHP4063449,6/19/2023,6/20/2023,19020,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),14.0,3637.0,1211.99,7.0,USD,1368.0,USD,1000.0,2084.0,2108.0
988,SHP4062169,6/19/2023,6/19/2023,07201,33982,New Jersey,Florida,Partial F/SD (LTL Spot Market),0.01,6089.0,1196.63,6.0,USD,1590.0,USD,1450.0,2320.0,2455.0
989,SHP4059632,6/16/2023,6/20/2023,63102,33166,Missouri,Florida,Partial F/SD (LTL Spot Market),12.0,3940.0,1222.65,1.0,USD,1412.0,USD,1200.0,3143.0,3149.0
990,SHP4059328,6/16/2023,6/16/2023,19963,33166,Delaware,Florida,Partial Van (LTL Spot Market),13.0,4500.0,1146.61,1.0,USD,1300.0,USD,1150.0,2131.0,1926.0
991,SHP4057584,6/15/2023,6/19/2023,60504,33182,Illinois,Florida,Partial Van (LTL Spot Market),16.0,21595.0,1424.41,7.0,USD,1800.0,USD,1700.0,2654.0,2733.0
992,SHP4056717,6/15/2023,6/27/2023,46181,33182,Indiana,Florida,Partial F/SD (LTL Spot Market),21.0,5600.0,1192.24,1.0,USD,2000.0,USD,1500.0,2905.0,2921.0
993,SHP4056396,6/15/2023,6/28/2023,85743,33182,Arizona,Florida,Partial F/SD (LTL Spot Market),7.0,14260.0,2283.13,2.0,USD,1855.0,USD,1750.0,4615.0,4815.0
994,SHP4055857,6/15/2023,6/16/2023,55378,33182,Minnesota,Florida,Partial Van (LTL Spot Market),12.0,5635.0,1824.8,6.0,USD,1600.0,USD,1200.0,3332.0,3434.0
995,SHP4054795,6/14/2023,6/19/2023,77057,73942,Texas,Oklahoma,Partial F/SD (LTL Spot Market),8.0,2992.0,735.95,2.0,USD,1205.0,USD,1000.0,2062.0,2098.0
996,SHP4054550,6/14/2023,6/19/2023,78045,33182,Texas,Florida,Partial Van (LTL Spot Market),26.0,8254.0,1546.06,12.0,USD,2158.0,USD,1900.0,3445.0,3571.0
997,SHP4053572,6/14/2023,6/16/2023,84104,45380,Utah,Ohio,Partial Van (LTL Spot Market),20.0,1603.0,1621.29,10.0,USD,1750.0,USD,1500.0,2537.0,2579.0
998,SHP4052037,6/14/2023,6/16/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),24.0,3711.0,1199.35,11.0,USD,1700.0,USD,1550.0,2383.0,2421.0
999,SHP4050166,6/13/2023,6/16/2023,77507,33178,Texas,Florida,Partial Van (LTL Spot Market),19.0,16035.0,1180.67,10.0,USD,1615.0,USD,1400.0,2746.0,2751.0
1000,SHP4047879,6/12/2023,6/13/2023,78233,90502,Texas,California,Partial F/SD (LTL Spot Market),8.1,9750.0,1364.9,2.0,USD,1230.0,USD,1100.0,3402.0,3151.0
1001,SHP4047297,6/12/2023,6/14/2023,70380,33166,Louisiana,Florida,Partial F/SD (LTL Spot Market),10.0,6780.0,948.69,1.0,USD,1101.0,USD,1000.0,2573.0,2611.0
1002,SHP4047296,6/12/2023,6/22/2023,96007,33018,California,Florida,Partial Van (LTL Spot Market),28.0,6000.0,3178.27,3.0,USD,3817.0,USD,3500.0,5718.0,6084.0
1003,SHP4047059,6/12/2023,6/12/2023,97210,33610,Oregon,Florida,Partial F/SD (LTL Spot Market),8.01,19380.0,3057.72,2.0,USD,3078.0,USD,3050.0,5633.0,5921.0
1004,SHP4046170,6/12/2023,6/13/2023,07039,33126,New Jersey,Florida,Partial Van (LTL Spot Market),12.0,8168.0,1297.49,5.0,USD,1200.0,USD,1000.0,1974.0,2074.0
1005,SHP4045754,6/12/2023,6/22/2023,23168,33172,Virginia,Florida,Partial Van (LTL Spot Market),14.0,11298.0,988.75,6.0,USD,1694.0,USD,1300.0,1846.0,1844.0
1006,SHP4037009,6/9/2023,6/12/2023,07004,33178,New Jersey,Florida,Partial Van (LTL Spot Market),20.0,4510.0,1291.88,4.0,USD,2358.0,USD,1500.0,1929.0,2060.0
1007,SHP4036184,6/8/2023,6/12/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),12.0,1683.0,1199.35,11.0,USD,1090.0,USD,921.5,2384.0,2444.0
1008,SHP4035245,6/8/2023,6/15/2023,36507,33018,Alabama,Florida,Partial F/SD (LTL Spot Market),10.0,9500.0,715.52,1.0,USD,1300.0,USD,1050.0,2205.0,2252.0
1009,SHP4034664,6/8/2023,6/12/2023,76021,33172,Texas,Florida,Partial Van (LTL Spot Market),24.0,17690.0,1352.46,11.0,USD,0.0,USD,150.0,2790.0,2789.0
1010,SHP4034367,6/8/2023,6/13/2023,08854,33014,New Jersey,Florida,Partial Van (LTL Spot Market),15.0,12750.0,1265.25,14.0,USD,1100.0,USD,900.0,1982.0,1932.0
1011,SHP4034045,6/8/2023,6/13/2023,85338,33014,Arizona,Florida,Partial F/SD (LTL Spot Market),8.0,1052.0,2382.91,1.0,USD,1620.0,USD,1600.0,4671.0,4792.0
1012,SHP4033938,6/8/2023,6/9/2023,72206,33182,Arkansas,Florida,Partial Van (LTL Spot Market),14.0,18219.0,1133.69,8.0,USD,1500.0,USD,1300.0,3406.0,3291.0
1013,SHP4033723,6/8/2023,6/22/2023,18470,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),14.0,2878.0,1326.35,1.0,USD,130.0,USD,150.0,1967.0,2007.0
1014,SHP4032202,6/7/2023,6/9/2023,07004,33178,New Jersey,Florida,Partial Van (LTL Spot Market),13.0,4420.0,1291.88,4.0,USD,250.0,USD,250.0,1928.0,2059.0
1015,SHP4031916,6/7/2023,6/14/2023,21227,33166,Maryland,Florida,Partial Van (LTL Spot Market),13.0,2900.0,1100.69,2.0,USD,1248.0,USD,1000.0,2063.0,2010.0
1016,SHP4030484,6/7/2023,6/12/2023,97210,33610,Oregon,Florida,Partial F/SD (LTL Spot Market),8.0,19380.0,3057.72,2.0,USD,150.0,USD,150.0,5633.0,5921.0
1017,SHP4029015,6/6/2023,6/14/2023,78040,92111,Texas,California,Partial Van (LTL Spot Market),21.0,6839.0,1503.73,6.0,USD,1590.0,USD,1300.0,2620.0,2596.0
1018,SHP4028896,6/6/2023,6/28/2023,33442,75180,Florida,Texas,Partial F/SD (LTL Spot Market),11.0,2850.0,1287.53,1.0,USD,1148.0,USD,900.0,2239.0,2102.0
1019,SHP4027633,6/6/2023,6/8/2023,84663,29445,Utah,South Carolina,Partial Van (LTL Spot Market),13.0,3300.0,2162.56,1.0,USD,1250.0,USD,1000.0,3688.0,3670.0
1020,SHP4026206,6/6/2023,6/6/2023,85212,33166,Arizona,Florida,Partial F/SD (LTL Spot Market),8.0,705.0,2361.72,1.0,USD,1550.0,USD,1100.0,3906.0,3967.0
1021,SHP4025092,6/5/2023,6/7/2023,42420,32809,Kentucky,Florida,Partial Van (LTL Spot Market),14.0,3722.0,834.76,7.0,USD,1050.0,USD,900.0,2152.0,2289.0
1022,SHP4024711,6/5/2023,6/6/2023,61080,33178,Illinois,Florida,Partial Van (LTL Spot Market),11.0,4984.0,1483.07,24.0,USD,1165.0,USD,1000.0,3000.0,2967.0
1023,SHP4018351,6/1/2023,6/7/2023,92154,33182,California,Florida,Partial Van (LTL Spot Market),17.06,1450.0,2673.72,9.0,USD,4525.0,USD,4220.0,5421.0,5516.0
1024,SHP4017016,6/1/2023,6/2/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),20.0,5835.0,1199.35,17.0,USD,1400.0,USD,1150.0,2433.0,2448.0
1025,SHP4015955,6/1/2023,6/1/2023,90502,66227,California,Kansas,Partial Van (LTL Spot Market),8.0,7716.0,1622.26,1.0,USD,1083.0,USD,900.0,3281.0,3305.0
1026,SHP4015812,6/1/2023,6/2/2023,74116,33122,Oklahoma,Florida,Partial F/SD (LTL Spot Market),0.02,6500.0,1390.75,6.0,USD,1900.0,USD,1800.0,3246.0,3315.0
1027,SHP4015348,6/1/2023,6/7/2023,77642,33166,Texas,Florida,Partial Van (LTL Spot Market),12.0,2275.0,1102.08,1.0,USD,900.0,USD,800.0,2634.0,2613.0
1028,SHP4012723,5/31/2023,6/15/2023,76135,91733,Texas,California,Partial F/SD (LTL Spot Market),7.0,8488.0,1397.14,1.0,USD,1840.0,USD,1675.0,3449.0,3372.0
1029,SHP4012534,5/31/2023,6/2/2023,43123,33166,Ohio,Florida,Partial Van (LTL Spot Market),20.0,19842.0,1159.09,20.0,USD,2301.0,USD,2150.0,2395.0,2343.0
1030,SHP4010980,5/30/2023,5/31/2023,97230,33182,Oregon,Florida,Partial F/SD (LTL Spot Market),11.0,5600.0,3263.36,1.0,USD,1998.0,USD,1900.0,6564.0,6492.0
1031,SHP4009679,5/30/2023,6/2/2023,55390,77015,Minnesota,Texas,Partial F/SD (LTL Spot Market),11.0,11500.0,1222.51,1.0,USD,1220.0,USD,1100.0,2551.0,2439.0
1032,SHP4009038,5/30/2023,5/31/2023,33182,93311,Florida,California,Partial F/SD (LTL Spot Market),0.02,12600.0,2776.7,2.0,USD,3100.0,USD,3000.0,4638.0,5072.0
1033,SHP4007610,5/30/2023,6/1/2023,56345,33178,Minnesota,Florida,Partial Van (LTL Spot Market),11.0,4519.0,1897.98,1.0,USD,1890.0,USD,1600.0,3876.0,3822.0
1034,SHP4007288,5/30/2023,6/2/2023,17316,33182,Pennsylvania,Florida,Partial Van (LTL Spot Market),17.0,13411.0,1187.66,10.0,USD,1350.0,USD,1100.0,2115.0,2092.0
1035,SHP4005640,5/26/2023,6/13/2023,61554,33172,Illinois,Florida,Partial F/SD (LTL Spot Market),8.0,6801.0,1367.07,1.0,USD,1190.0,USD,1200.0,3395.0,3517.0
1036,SHP4004662,5/26/2023,5/30/2023,89506,33122,Nevada,Florida,Partial Van (LTL Spot Market),24.0,6506.0,3061.33,12.0,USD,3321.0,USD,3100.0,5133.0,5215.0
1037,SHP4004212,5/26/2023,5/26/2023,84663,48193,Utah,Michigan,Partial F/SD (LTL Spot Market),0.01,2500.0,1702.07,1.0,USD,1290.0,USD,1180.0,2977.0,2951.0
1038,SHP4004078,5/26/2023,5/26/2023,75244,33178,Texas,Florida,Partial Van (LTL Spot Market),0.01,7540.0,1330.7,4.0,USD,1232.0,USD,1250.0,2682.0,2709.0
1039,SHP4003127,5/25/2023,6/2/2023,53235,33182,Wisconsin,Florida,Partial F/SD (LTL Spot Market),10.01,9239.0,1495.26,2.0,USD,2033.0,USD,1700.0,3251.0,3444.0
1040,SHP4003101,5/25/2023,5/26/2023,77507,33172,Texas,Florida,Partial Van (LTL Spot Market),16.0,13088.0,1190.36,8.0,USD,1582.0,USD,1300.0,2658.0,2649.0
1041,SHP4002966,5/25/2023,5/26/2023,44883,78045,Ohio,Texas,Partial Van (LTL Spot Market),12.0,19640.0,1545.32,3.0,USD,1600.0,USD,1300.0,2351.0,2284.0
1042,SHP4001040,5/25/2023,5/26/2023,54481,33182,Wisconsin,Florida,Partial Van (LTL Spot Market),25.0,3647.0,1647.02,9.0,USD,2681.0,USD,2300.0,3265.0,3300.0
1043,SHP3999117,5/24/2023,5/26/2023,47303,33016,Indiana,Florida,Partial Van (LTL Spot Market),12.0,12360.0,1247.87,6.0,USD,1276.0,USD,1150.0,2453.0,2423.0
1044,SHP3997632,5/24/2023,5/26/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),20.0,5739.0,1199.35,17.0,USD,1400.0,USD,1200.0,2395.0,2407.0
1045,SHP3996955,5/23/2023,6/12/2023,28312,84074,North Carolina,Utah,Partial F/SD (LTL Spot Market),17.0,6000.0,2208.18,1.0,USD,2650.0,USD,2550.0,5213.0,5565.0
1046,SHP3995723,5/23/2023,5/31/2023,74116,33122,Oklahoma,Florida,Partial Van (LTL Spot Market),10.0,6500.0,1390.75,6.0,USD,200.0,USD,150.0,2981.0,2932.0
1047,SHP3992550,5/22/2023,5/25/2023,54220,33166,Wisconsin,Florida,Partial Van (LTL Spot Market),0.01,18273.0,1564.04,9.0,USD,1809.0,USD,2000.0,3151.0,3148.0
1048,SHP3991071,5/19/2023,5/25/2023,97223,33182,Oregon,Florida,Partial F/SD (LTL Spot Market),11.0,750.0,3283.39,1.0,USD,2142.0,USD,1700.0,6187.0,6256.0
1049,SHP3991047,5/19/2023,5/23/2023,52544,84404,Iowa,Utah,Partial Van (LTL Spot Market),24.0,1924.0,1144.67,12.0,USD,2470.0,USD,2000.0,2783.0,2741.0
1050,SHP3990908,5/19/2023,6/2/2023,79404,L0L 2L0,Texas,Ontario,Partial F/SD (LTL Spot Market),10.0,5000.0,1686.3,1.0,USD,2302.0,USD,2200.0,3245.0,3312.0
1051,SHP3990905,5/19/2023,5/25/2023,77018,33126,Texas,Florida,Partial Van (LTL Spot Market),17.0,11922.0,1200.2,8.0,USD,1620.0,USD,1500.0,2631.0,2604.0
1052,SHP3990786,5/19/2023,5/25/2023,33172,78521,Florida,Texas,Partial F/SD (LTL Spot Market),20.0,7200.0,1548.04,1.0,USD,197.0,USD,1462.5,2671.0,2618.0
1053,SHP3990434,5/19/2023,5/25/2023,28129,33178,North Carolina,Florida,Partial F/SD (LTL Spot Market),13.0,4720.0,742.67,4.0,USD,1070.0,USD,1000.0,1954.0,2009.0
1054,SHP3990264,5/19/2023,5/31/2023,45241,33178,Ohio,Florida,Partial Van (LTL Spot Market),10.0,14798.0,1157.46,4.0,USD,1310.0,USD,1380.0,2463.0,2384.0
1055,SHP3988261,5/18/2023,5/19/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),16.0,5199.0,1199.35,16.0,USD,1200.0,USD,1100.0,2407.0,2397.0
1056,SHP3986512,5/18/2023,5/19/2023,82718,77020,Wyoming,Texas,Partial F/SD (LTL Spot Market),0.02,20250.0,1379.94,6.0,USD,1665.0,USD,1600.0,2361.0,2438.0
1057,SHP3986256,5/18/2023,6/8/2023,54115,33182,Wisconsin,Florida,Partial Van (LTL Spot Market),21.0,589.0,1610.15,1.0,USD,2442.0,USD,1450.0,3118.0,3177.0
1058,SHP3984705,5/17/2023,5/18/2023,60007,90221,Illinois,California,Partial Van (LTL Spot Market),17.0,3226.0,2011.61,5.0,USD,1400.0,USD,1100.0,2928.0,2857.0
1059,SHP3984623,5/17/2023,5/19/2023,84104,33178,Utah,Florida,Partial Van (LTL Spot Market),20.0,2418.0,2542.25,9.0,USD,2664.24,USD,2529.33,4034.0,4115.0
1060,SHP3984536,5/17/2023,5/19/2023,97210,33610,Oregon,Florida,Partial F/SD (LTL Spot Market),6.0,6870.0,3057.72,1.0,USD,1750.0,USD,1500.0,6003.0,6031.0
1061,SHP3984015,5/17/2023,5/18/2023,01373,33182,Massachusetts,Florida,Partial Van (LTL Spot Market),23.0,12328.0,1471.95,8.0,USD,2053.0,USD,1800.0,2502.0,2477.0
1062,SHP3980078,5/16/2023,5/16/2023,77020,07047,Texas,New Jersey,Partial Van (LTL Spot Market),0.06,3083.0,1625.37,6.0,USD,2325.0,USD,2200.0,3263.0,3164.0
1063,SHP3978560,5/15/2023,5/18/2023,33155,06896,Florida,Connecticut,Partial F/SD (LTL Spot Market),17.0,2297.0,1358.27,2.0,USD,1716.0,USD,1600.0,3336.0,3381.0
1064,SHP3965293,5/12/2023,6/5/2023,33166,71635,Florida,Arkansas,Partial F/SD (LTL Spot Market),9.0,448.0,1070.06,1.0,USD,1250.0,USD,1000.0,2078.0,1828.0
1065,SHP3963971,5/12/2023,5/19/2023,53154,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),28.0,12141.0,1166.86,1.0,USD,2167.0,USD,2000.0,2479.0,2520.0
1066,SHP3962755,5/12/2023,5/17/2023,46767,84404,Indiana,Utah,Partial Van (LTL Spot Market),0.01,3473.0,1509.49,12.0,USD,2280.0,USD,2200.0,3283.0,3260.0
1067,SHP3962023,5/12/2023,5/15/2023,98421,55119,Washington,Minnesota,Partial F/SD (LTL Spot Market),14.0,2808.0,1682.97,1.0,USD,1590.0,USD,1300.0,3371.0,3346.0
1068,SHP3957850,5/11/2023,5/23/2023,17350,33126,Pennsylvania,Florida,Partial Van (LTL Spot Market),24.0,10000.0,1183.1,12.0,USD,1595.0,USD,1450.0,2005.0,2026.0
1069,SHP3957716,5/11/2023,5/12/2023,33166,60007,Florida,Illinois,Partial F/SD (LTL Spot Market),0.01,4400.0,1411.48,1.0,USD,1325.0,USD,1200.0,2791.0,2577.0
1070,SHP3955919,5/11/2023,5/11/2023,38118,33178,Tennessee,Florida,Partial F/SD (LTL Spot Market),0.01,762.0,975.65,1.0,USD,185.0,USD,150.0,2880.0,2962.0
1071,SHP3955896,5/11/2023,5/12/2023,78045,33182,Texas,Florida,Partial F/SD (LTL Spot Market),8.0,5567.0,1546.06,1.0,USD,2463.0,USD,1700.0,3410.0,3442.0
1072,SHP3951000,5/9/2023,5/10/2023,48111,78045,Michigan,Texas,Partial F/SD (LTL Spot Market),16.0,4410.0,1600.7,1.0,USD,2250.0,USD,1900.0,3239.0,3350.0
1073,SHP3950132,5/9/2023,5/16/2023,38141,33126,Tennessee,Florida,Partial F/SD (LTL Spot Market),23.0,3600.0,984.29,2.0,USD,1872.0,USD,1600.0,2784.0,2829.0
1074,SHP3947697,5/8/2023,5/9/2023,61080,33178,Illinois,Florida,Partial Van (LTL Spot Market),16.01,7196.0,1483.07,35.0,USD,1700.0,USD,1400.0,2867.0,2780.0
1075,SHP3946802,5/8/2023,6/2/2023,75050,33132,Texas,Florida,Partial F/SD (LTL Spot Market),16.0,11800.0,1327.96,2.0,USD,1750.0,USD,1700.0,2897.0,2936.0
1076,SHP3945129,5/5/2023,5/9/2023,01420,33172,Massachusetts,Florida,Partial Van (LTL Spot Market),7.0,6700.0,1504.83,1.0,USD,1245.0,USD,1000.0,2659.0,2542.0
1077,SHP3943154,5/4/2023,5/5/2023,77051,33166,Texas,Florida,Partial F/SD (LTL Spot Market),23.05,2001.0,1198.46,6.0,USD,1890.0,USD,1600.0,2925.0,2980.0
1078,SHP3942388,5/4/2023,5/9/2023,85212,33166,Arizona,Florida,Partial F/SD (LTL Spot Market),10.0,705.0,2361.72,1.0,USD,1430.0,USD,1100.0,3705.0,3871.0
1079,SHP3941094,5/4/2023,5/8/2023,77073,33178,Texas,Florida,Partial F/SD (LTL Spot Market),20.0,7034.0,1204.04,4.0,USD,2349.0,USD,2000.0,2921.0,2991.0
1080,SHP3936700,5/3/2023,5/10/2023,77041,11434,Texas,New York,Partial Van (LTL Spot Market),19.0,10279.0,1672.89,4.0,USD,2750.0,USD,2400.0,3831.0,3787.0
1081,SHP3935187,5/2/2023,5/8/2023,21520,33126,Maryland,Florida,Partial F/SD (LTL Spot Market),15.0,1256.0,1164.79,3.0,USD,2117.0,USD,1450.0,2889.0,2836.0
1082,SHP3934423,5/2/2023,5/10/2023,77590,07032,Texas,New Jersey,Partial F/SD (LTL Spot Market),8.0,4000.0,1629.82,4.0,USD,1641.0,USD,1200.0,3790.0,3705.0
1083,SHP3932920,5/1/2023,5/2/2023,93725,33182,California,Florida,Partial Van (LTL Spot Market),0.01,15482.0,2875.43,5.0,USD,3400.0,USD,2850.0,5317.0,5355.0
1084,SHP3932812,5/1/2023,5/3/2023,77084,33166,Texas,Florida,Partial F/SD (LTL Spot Market),11.0,1849.0,1216.05,2.0,USD,1667.0,USD,1200.0,2993.0,3014.0
1085,SHP3928758,4/28/2023,5/2/2023,50219,77073,Iowa,Texas,Partial F/SD (LTL Spot Market),11.0,3395.0,961.14,1.0,USD,1456.0,USD,1200.0,2297.0,2221.0
1086,SHP3927712,4/28/2023,5/10/2023,17001,92843,Pennsylvania,California,Partial F/SD (LTL Spot Market),16.0,14299.0,2624.0,1.0,USD,3300.0,USD,3200.0,5412.0,5806.0
1087,SHP3925847,4/27/2023,5/2/2023,90220,78045,California,Texas,Partial F/SD (LTL Spot Market),3.0,11192.0,1503.03,2.0,USD,1370.0,USD,1220.0,2678.0,2703.0
1088,SHP3925765,4/27/2023,5/2/2023,87144,77507,New Mexico,Texas,Partial F/SD (LTL Spot Market),4.0,6674.0,933.36,1.0,USD,1030.0,USD,900.0,1382.0,1353.0
1089,SHP3924166,4/27/2023,4/28/2023,90502,73128,California,Oklahoma,Partial Van (LTL Spot Market),6.0,5556.0,1335.67,1.0,USD,1800.0,USD,1450.0,2581.0,2513.0
1090,SHP3916449,4/25/2023,4/26/2023,77022,90220,Texas,California,Partial Van (LTL Spot Market),27.0,10000.0,1549.32,16.0,USD,2185.0,USD,1500.0,2642.0,2564.0
1091,SHP3914517,4/25/2023,4/27/2023,24266,33316,Virginia,Florida,Partial F/SD (LTL Spot Market),16.0,3110.0,888.27,1.0,USD,1420.0,USD,1300.0,2485.0,2490.0
1092,SHP3911992,4/24/2023,4/28/2023,31539,48845,Georgia,Michigan,Partial F/SD (LTL Spot Market),8.0,2000.0,1018.69,1.0,USD,1180.0,USD,1050.0,2434.0,2358.0
1093,SHP3910043,4/21/2023,4/25/2023,29640,33147,South Carolina,Florida,Partial F/SD (LTL Spot Market),10.0,5320.0,750.2,1.0,USD,1088.0,USD,850.0,2103.0,2092.0
1094,SHP3908422,4/21/2023,4/24/2023,25405,32218,West Virginia,Florida,Partial Van (LTL Spot Market),16.01,1280.0,767.21,3.0,USD,1500.0,USD,1350.0,1453.0,1386.0
1095,SHP3904141,4/19/2023,4/26/2023,72086,33149,Arkansas,Florida,Partial Van (LTL Spot Market),20.0,755.0,1105.93,4.0,USD,2500.0,USD,2100.0,3063.0,2910.0
1096,SHP3903115,4/19/2023,6/6/2023,32771,17555,Florida,Pennsylvania,Partial F/SD (LTL Spot Market),16.0,2700.0,971.45,1.0,USD,1400.0,USD,1200.0,2098.0,2092.0
1097,SHP3903101,4/19/2023,4/25/2023,77075,33182,Texas,Florida,Partial F/SD (LTL Spot Market),5.01,2514.0,1203.64,2.0,USD,1450.0,USD,1200.0,2950.0,3017.0
1098,SHP3902935,4/19/2023,4/21/2023,46360,33182,Indiana,Florida,Partial F/SD (LTL Spot Market),10.0,5810.0,1377.86,1.0,USD,1288.0,USD,1180.0,3307.0,3373.0
1099,SHP3902864,4/19/2023,4/26/2023,30643,33182,Georgia,Florida,Partial Van (LTL Spot Market),24.0,2313.0,735.96,13.0,USD,1629.0,USD,1500.0,1819.0,1773.0
1100,SHP3901582,4/19/2023,4/25/2023,31405,53027,Georgia,Wisconsin,Partial F/SD (LTL Spot Market),22.0,14500.0,1092.01,1.0,USD,1890.0,USD,1700.0,2505.0,2462.0
1101,SHP3899368,4/18/2023,6/15/2023,55044,32218,Minnesota,Florida,Partial F/SD (LTL Spot Market),11.0,6000.0,1499.26,1.0,USD,0.0,USD,150.0,2671.0,2746.0
1102,SHP3898104,4/18/2023,4/18/2023,82718,33178,Wyoming,Florida,Partial F/SD (LTL Spot Market),0.02,10910.0,2312.45,2.0,USD,2096.0,USD,2100.0,4594.0,4775.0
1103,SHP3896962,4/17/2023,4/24/2023,92806,78503,California,Texas,Partial F/SD (LTL Spot Market),5.0,9000.0,1574.23,2.0,USD,1500.0,USD,1400.0,2652.0,2839.0
1104,SHP3895396,4/17/2023,4/19/2023,33309,48750,Florida,Michigan,Partial F/SD (LTL Spot Market),8.0,500.0,1488.74,1.0,USD,1410.0,USD,1400.0,2869.0,2893.0
1105,SHP3895060,4/17/2023,4/18/2023,84663,48114,Utah,Michigan,Partial F/SD (LTL Spot Market),13.0,3300.0,1682.22,1.0,USD,1373.0,USD,1200.0,3033.0,2954.0
1106,SHP3895056,4/17/2023,4/18/2023,07047,91730,New Jersey,California,Partial Van (LTL Spot Market),17.0,5810.0,2748.75,9.0,USD,2053.0,USD,1600.0,3960.0,3982.0
1107,SHP3894660,4/17/2023,4/17/2023,77640,33122,Texas,Florida,Partial Van (LTL Spot Market),15.0,4812.0,1107.07,2.0,USD,1527.0,USD,1300.0,2724.0,2659.0
1108,SHP3894056,4/14/2023,4/18/2023,33178,90502,Florida,California,Partial Van (LTL Spot Market),17.0,17275.0,2742.48,10.0,USD,2300.0,USD,1800.0,3289.0,3707.0
1109,SHP3892423,4/14/2023,4/15/2023,07075,33182,New Jersey,Florida,Partial Van (LTL Spot Market),16.0,5123.0,1302.02,15.0,USD,1617.0,USD,1300.0,2357.0,2469.0
1110,SHP3891226,4/13/2023,4/21/2023,45241,33018,Ohio,Florida,Partial Van (LTL Spot Market),8.0,14700.0,1150.49,3.0,USD,2150.0,USD,1850.0,2511.0,2421.0
1111,SHP3889656,4/13/2023,4/17/2023,38118,33166,Tennessee,Florida,Partial F/SD (LTL Spot Market),16.0,2128.0,980.7,2.0,USD,1535.0,USD,1300.0,2900.0,3033.0
1112,SHP3887633,4/12/2023,4/17/2023,89052,30096,Nevada,Georgia,Partial F/SD (LTL Spot Market),17.0,11000.0,1990.32,1.0,USD,250.0,USD,200.0,3457.0,3487.0
1113,SHP3886654,4/12/2023,4/20/2023,98312,33316,Washington,Florida,Partial F/SD (LTL Spot Market),15.0,2300.0,3355.71,2.0,USD,4136.0,USD,3300.0,6441.0,6661.0
1114,SHP3883462,4/11/2023,4/12/2023,08302,38112,New Jersey,Tennessee,Partial F/SD (LTL Spot Market),8.3,5100.0,1010.14,1.0,USD,1498.0,USD,1300.0,2049.0,2001.0
1115,SHP3883008,4/11/2023,4/14/2023,77640,33122,Texas,Florida,Partial Van (LTL Spot Market),15.0,4812.0,1107.07,2.0,USD,250.0,USD,150.0,2722.0,2658.0
1116,SHP3881210,4/10/2023,4/20/2023,08036,32824,New Jersey,Florida,Partial F/SD (LTL Spot Market),11.0,6500.0,1028.57,1.0,USD,1300.0,USD,1150.0,2500.0,2442.0
1117,SHP3879663,4/7/2023,4/17/2023,27203,94545,North Carolina,California,Partial Van (LTL Spot Market),12.0,5880.0,2745.19,6.0,USD,2358.0,USD,1600.0,4512.0,4757.0
